"","Mouse_ID","Tested_by","Machine","Measurements","Ct_mean","Ct_mean_Ep","Ct_mean_ABI","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","ILWE_DNA_used_up","HI","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","State","Arrival","Wean","Death","DaysInLab","Spleen","Lepid","Uterus","Ovaria","Grav","Litters","NN","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Zfy2","Y","Mix_Syphacia_Aspiculuris","Worms_presence","Heligmosomoides_polygurus","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","Region","Sperm","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length"
"889","SK_2772",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"HOHBG1","HZ_CZ","M",12.2128,50.1019,2014,"d",NA,"d","d","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DE","9/26/14","1M","Dissection",1,0.0674,0.0281,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,18.66,81.9,NA,NA,NA,0.1255,NA,NA,81.9
"890","SK_2773",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"HOHBG1","HZ_CZ","M",12.2128,50.1019,2014,"d",NA,"d","d","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DE","9/26/14","1M","Dissection",1,0.0675,0.0305,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.64,84,NA,NA,NA,0.086,NA,NA,78.5
"891","SK_2774",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SABI86","HZ_CZ","F",12.5977777778,50.1347222222,2014,"m",NA,"m/m","m/m","m/m","m/m","m/m","m/m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/27/14","1F","Dissection",1,0.101,NA,NA,0.0071,"B-",NA,NA,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,13.64,75.1,NA,NA,NA,NA,NA,NA,72.9
"892","SK_2776",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"WOHL","HZ_CZ","M",12.2578,50.0133,2014,"d",NA,"d","d","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DE","9/26/14","1M","Dissection",1,0.0754,0.0184,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,15.38,78.7,NA,NA,NA,0.0844,NA,NA,83.9
"893","SK_2777",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SABI86","HZ_CZ","M",12.5977777778,50.1347222222,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/26/14","1M","Dissection",1,0.0429,0.0154,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.86,80,NA,NA,NA,0.0661,NA,NA,72.2
"894","SK_2779",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"JOSE","HZ_CZ","F",12.5797222222,50.2113888889,2014,"m",NA,"m/m","m/m","m/m","m/m","m/m","m/m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/26/14","1F","Dissection",1,0.0306,NA,NA,0.0106,"B-",NA,NA,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,15.11,79.9,NA,NA,NA,NA,NA,NA,80.1
"895","SK_2781",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333,"KRIZ1","HZ_CZ","F",12.3894444444,50.1975,2014,"m",NA,"m/m","d/m","d/m","d/m","d/m","d/m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/26/14","1F","Dissection",1,0.0368,NA,NA,0.01,"B-",NA,NA,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.21,78,NA,NA,NA,NA,NA,NA,69.8
"896","SK_2783",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,"LOUZ","HZ_CZ","M",12.4544444444,50.1058333333,2014,"m",NA,"d","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/27/14","1M","Dissection",1,0.0403,0.0057,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,13.11,75.6,NA,NA,NA,NA,NA,NA,68.7
"897","SK_2784",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"LOUZ","HZ_CZ","M",12.4544444444,50.1058333333,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/27/14","1M","Dissection",1,0.0711,0.0181,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.82,79.5,NA,NA,NA,0.0704,NA,NA,78.1
"898","SK_2785",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"LOUZ","HZ_CZ","F",12.4544444444,50.1058333333,2014,"m",NA,"m/m","m/m","m/m","m/m","m/m","m/m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/27/14","1F","Dissection",1,0.1945,NA,NA,0.009,"B-",NA,NA,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,20.09,84.2,NA,NA,NA,NA,NA,NA,80.8
"899","SK_2786",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"LOUZ","HZ_CZ","F",12.4544444444,50.1058333333,2014,"m",NA,"m/m","m/m","m/m","m/m","m/m","m/m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/27/14","1F","Dissection",1,0.1431,NA,NA,0.0075,"B-",NA,NA,"A",NA,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,18.2,82.6,NA,NA,NA,NA,NA,NA,80.7
"900","SK_2787",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SABI86","HZ_CZ","M",12.5977777778,50.1347222222,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/27/14","1M","Dissection",1,0.0363,0.0165,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.78,78.7,NA,NA,NA,0.0986,NA,NA,78.6
"901","SK_2788",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"CHL1","HZ_CZ","M",12.5319444444,50.1516666667,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/27/14","1M","Dissection",1,0.0376,0.0227,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.84,80.1,NA,NA,NA,0.0684,NA,NA,80.1
"902","SK_2790",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"CHL161",NA,"M",12.5308333333,50.1513888889,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/28/14","1M","Dissection",0,0.023,0.0158,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,12.38,78.2,NA,NA,NA,0.0663,NA,NA,73.8
"903","SK_2791",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"CHL161",NA,"M",12.5308333333,50.1513888889,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/28/14","1M","Dissection",0,0.0247,0.0156,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,13.25,76.3,NA,NA,NA,0.0666,NA,NA,76.3
"904","SK_2796",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"MIL64","HZ_CZ","M",12.4583333333,50.1588888889,2014,"m",NA,"m","m","m","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/28/14","1M","Dissection",0,NA,0.0152,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","positive","E_ferrisi",NA,NA,13.95,76.1,NA,NA,NA,0.1041,NA,NA,74.6
"905","SK_2797",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,"MIL64","HZ_CZ","M",12.4583333333,50.1588888889,2014,"m",NA,"d","m","m","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZ","9/28/14","1M","Dissection",0,0.0364,0.0245,NA,NA,NA,NA,NA,"A",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.33,89.9,NA,NA,NA,0.178,NA,NA,84.3
"906","SK_2806",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ZEHL1","HZ_BR","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/6/14","1M","Dissection",0,0.035,0.0143,NA,NA,NA,NA,NA,"A",0,5,"d",NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",5.9,15.03,74.5,NA,NA,NA,0.0508,NA,NA,83.9
"907","SK_2807",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ZEHL1","HZ_BR","F",13.3994,52.7969,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE","10/6/14","1F","Dissection",0,0.0777,NA,NA,0.0179,"B-",NA,NA,"A",27,324,"",NA,NA,NA,NA,NA,NA,0,351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","positive","E_ferrisi","dom",NA,24.21,94.1,NA,NA,NA,NA,NA,NA,99.8
"908","SK_2808",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,"ZEHL1","HZ_BR","F",13.3994,52.7969,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","125","100","110","100","dd","dd","mm","dd","dd","dd",13,"DE","10/6/14","1F","Dissection",0,0.052,NA,NA,0.0103,"B+",1,2,"A",0,35,"",NA,NA,NA,NA,NA,NA,0,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","negative","E_falciformis","dom",NA,15.96,81.8,NA,NA,NA,NA,NA,NA,88.6
"909","SK_2809",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ZEHL1","HZ_BR","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/6/14","1M","Dissection",1,0.0922,0.0274,NA,NA,NA,NA,NA,"A",2,13,"d",NA,NA,NA,NA,NA,NA,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","positive","E_falciformis","dom",49.4,22.78,86.9,NA,NA,NA,0.2263,NA,NA,101.4
"910","SK_2810",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ZEHL1","HZ_BR","M",13.3994,52.7969,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/6/14","1M","Dissection",1,0.0645,0.0196,NA,NA,NA,NA,NA,"A",39,2,"d",NA,NA,NA,NA,NA,NA,0,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","negative","E_ferrisi","dom",27.5,18.35,83.8,NA,NA,NA,0.1155,NA,NA,89.9
"911","SK_2811",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ZEHL1","HZ_BR","F",13.3994,52.7969,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100/110","100","dd","dd","dd","dd",NA,"dd",12,"DE","10/6/14","1F","Dissection",1,0.069,NA,NA,0.0181,"B+",1,6,"A",20,183,"",NA,NA,NA,NA,NA,NA,0,203,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","negative","E_ferrisi","dom",NA,23.09,97.1,NA,NA,NA,NA,NA,NA,103.7
"912","SK_2812",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,"ZEHL1","HZ_BR","F",13.3994,52.7969,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100/125","100","110","100","dd","dd","dm","dd","dd","dd",13,"DE","10/6/14","1F","Dissection",1,0.0865,NA,NA,0.0409,"B-",NA,NA,"A",0,12,"",NA,NA,NA,NA,NA,NA,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","negative","E_ferrisi","dom",NA,23.83,94.9,NA,NA,NA,NA,NA,NA,103.5
"913","SK_2813",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LIEB38","HZ_BR","M",13.4636,52.9156,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/6/14","1M","Dissection",1,0.0651,0.0224,NA,NA,NA,NA,NA,"A",0,20,"d",NA,NA,NA,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",34.5,18.51,81.3,NA,NA,NA,0.1041,NA,NA,86
"914","SK_2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,"LIEB38","HZ_BR","M",13.4636,52.9156,2014,"d","d","d","d","d","d","d","d","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",14,"DE","10/6/14","1M","Dissection",1,0.0285,0.0279,NA,NA,NA,NA,NA,"A",0,3,"d",NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",46.4,21.05,86.2,NA,NA,NA,0.1492,NA,NA,95.7
"915","SK_2815",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086956522,"LIEB38","HZ_BR","F",13.4636,52.9156,2014,"d",NA,"dd","dd","dd","dd","dd","","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",12,"DE","10/6/14","1F","Dissection",1,0.0345,NA,NA,0.0107,"B+",1,6,"A",0,0,"",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","positive","positive","E_ferrisi",NA,NA,21.26,84.9,NA,NA,NA,NA,NA,NA,93.8
"916","SK_2816",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,"LIEB38","HZ_BR","F",13.4636,52.9156,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","95","100","100","100","100","dd","mm","dd","dd","dd","dd",13,"DE","10/6/14","1F","Dissection",1,0.047,NA,NA,0.0093,"B+",1,3,"A",0,5,"",NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",NA,17.24,80.3,NA,NA,NA,NA,NA,NA,93
"917","SK_2817",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"BRUNN3","HZ_BR","M",12.5269,52.9086,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/6/14","1M","Dissection",1,0.024,0.0166,NA,NA,NA,NA,NA,"A",1,0,"d",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",21.4,13.82,71,NA,NA,NA,0.0419,NA,NA,78.2
"918","SK_2818",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,"BRUNN3","HZ_BR","M",12.5269,52.9086,2014,"d","d","d","d","d","d","d","d","94","100","100/125","100","100","100","dd","dd","dm","dd","dd","dd",14,"DE","10/6/14","1M","Dissection",1,0.0294,0.019,NA,NA,NA,NA,NA,"A",0,0,"d",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",31.7,18.98,81.4,NA,NA,NA,0.1719,NA,NA,88.5
"919","SK_2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"BRUNN3","HZ_BR","F",12.5269,52.9086,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE","10/6/14","1F","Dissection",1,0.0441,NA,NA,0.0075,"B-",NA,NA,"A",0,0,"",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",NA,18,83,NA,NA,NA,NA,NA,NA,80.7
"920","SK_2820",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,"LIET21","HZ_BR","F",12.8358,52.6169,2014,"d",NA,"dd","dd","dd","dd","dd","dd","100","100","125","100","100","100","mm","dd","mm","dd","dd","dd",13,"DE","10/6/14","1F","Dissection",1,0.0785,NA,NA,0.0099,"B-",NA,NA,"A",2,30,"",NA,NA,NA,NA,NA,NA,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",NA,20.34,84.1,NA,NA,NA,NA,NA,NA,93.8
"921","SK_2821",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"PAUS","HZ_BR","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/6/14","1M","Dissection",1,0.0344,0.0293,NA,NA,NA,NA,NA,"A",0,201,"d",NA,NA,NA,NA,NA,NA,0,201,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",38.1,19.88,80.8,NA,NA,NA,0.1543,NA,NA,81.6
"922","SK_2822",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,"PAUS","HZ_BR","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",14,"DE","10/6/14","1M","Dissection",1,0.0302,0.0161,NA,NA,NA,NA,NA,"A",0,20,"d",NA,NA,NA,NA,NA,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","negative","E_falciformis","dom",16,12.65,70.9,NA,NA,NA,0.0152,NA,NA,78.1
"923","SK_2823",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"PAUS","HZ_BR","F",13.0447,52.6372,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE","10/6/14","1F","Dissection",1,0.0235,NA,NA,0.0027,"B-",NA,NA,"A",0,55,"",NA,NA,NA,NA,NA,NA,0,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","positive","E_falciformis","dom",NA,13.39,70.1,NA,NA,NA,NA,NA,NA,78.9
"924","SK_2824",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"PAUS","HZ_BR","F",13.0447,52.6372,2014,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE","10/6/14","1F","Dissection",1,0.0461,NA,NA,0.011,"B+",1,4,"A",0,0,"",NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","positive","E_falciformis","dom",NA,20.27,81.5,NA,NA,NA,NA,NA,NA,85.2
"925","SK_2825",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"PAUS","HZ_BR","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/6/14","1M","Dissection",1,0.0143,0.002,NA,NA,NA,NA,NA,"A",0,0,"d",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","negative","E_falciformis","dom",NA,12.5,69.2,NA,NA,NA,NA,NA,NA,77.3
"926","SK_2826",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"STAFF","HZ_BR","M",12.9925,52.7297,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/7/14","1M","Dissection",1,0.0205,0.0214,NA,NA,NA,NA,NA,"A",0,0,"d",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",31.4,14.79,74.1,NA,NA,NA,0.0626,NA,NA,81.6
"927","SK_2827",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,"DANE22","HZ_BR","M",13.666418,52.733898,2014,"d","d","d","m","d","d","d","d","94","100","125","100","110","100","dd","dd","mm","dd","dd","dd",14,"DE","10/7/14","1M","Dissection",0,0.0356,0.0178,NA,NA,NA,NA,NA,"A",0,0,"d",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","negative","E_ferrisi",NA,NA,14.87,73.9,NA,NA,NA,0.0841,NA,NA,80.5
"928","SK_2828",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"TEMPE8c","HZ_BR","M",13.7222,52.7111,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/7/14","1M","Dissection",1,NA,0.0215,NA,NA,NA,NA,NA,"A",0,0,"d",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","dom",36,14.75,74.7,NA,NA,NA,0.1538,NA,NA,83.6
"929","SK_2829",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,"DANE22","HZ_BR","F",13.666418,52.733898,2014,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE","10/7/14","1F","Dissection",1,0.0618,NA,NA,0.0045,"B-",NA,NA,"A",0,0,"",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"positive","positive","positive","E_ferrisi",NA,NA,13.28,68.6,NA,NA,NA,NA,NA,NA,80.2
"930","SK_2830",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,"DANE22","HZ_BR","M",13.666418,52.733898,2014,"d","d","d","m","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE","10/7/14","1M","Dissection",1,0.0356,0.0235,NA,NA,NA,NA,NA,"A",0,0,"d",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.77,80.9,NA,NA,NA,0.091,NA,NA,86.9
