"","Mouse_ID","HI","HI_Level","Year","Date","Plate","Tested_by","Machine","Measurements","Ct_mean_ABI","Ct_1_Ep","Ct_1_Ep_Real_Pred","Ct_1_Ep_Real_Check","Ct_2_Ep","Ct_2_Ep_Real_Pred","Ct_2_Ep_Real_Check","Ct_mean_Ep","Ct_Ep_Consistent","Ct_1_ABI","Ct_2_ABI","Ct_3_ABI","Ct_mean_1_ABI","Ct_4_ABI","Ct_5_ABI","Ct_6_ABI","Ct_mean_2_ABI","Ct_7_ABI","Ct_8_ABI","Ct_9_ABI","Ct_mean_3_ABI","Ct_mean","Consistent","StDev","Transect","Latitude","Longitude","Sex","Oocyst_Predict","Oocyst_Level","Oocyst_Predict.1"
"168","AA_0255",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2458,13.5994,"M","0","OP = 0",4292821751815.77
"169","AA_0256",0.16,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,30.48,TRUE,TRUE,30.08,TRUE,TRUE,30.28,30.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.28,NA,0.16,"HZ_BR",52.2225,13.6025,"F","5335","OP < 10^4",5334.80332627599
"170","AA_0257",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,36.03,TRUE,FALSE,38.29,TRUE,FALSE,37.16,37.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.16,NA,0.92,"HZ_BR",52.2225,13.6025,"M","51","OP < 10^2",50.5414389020006
"171","AA_0258",0.16,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,34.47,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.24,"HZ_BR",52.2742,13.5953,"F","0","OP = 0",4292821751815.77
"172","AA_0259",0.08,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,37.08,TRUE,TRUE,36.1,TRUE,TRUE,36.59,36.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.59,NA,0.4,"HZ_BR",52.2225,13.6025,"F","74","OP < 10^2",74.3515121997271
"173","AA_0260",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2225,13.6025,"F","0","OP = 0",4292821751815.77
"174","AA_0261",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2458,13.5994,"M","0","OP = 0",4292821751815.77
"175","AA_0263",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,35.8,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.9,"HZ_BR",52.2458,13.5994,"F","0","OP = 0",4292821751815.77
"176","AA_0264",0.22,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.3989,13.7581,"M","0","OP = 0",4292821751815.77
"177","AA_0265",0.1,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.385,13.7608,"M","0","OP = 0",4292821751815.77
"178","AA_0266",0.96,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,32.85,TRUE,TRUE,32.77,TRUE,TRUE,32.81,32.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.81,NA,0.03,"HZ_BR",52.6792,14.0503,"F","962","OP < 10^3",961.661690580311
"179","AA_0268",0.15,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2422,13.7072,"M","0","OP = 0",4292821751815.77
"180","AA_0269",0.71,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,31.84,TRUE,TRUE,32.23,TRUE,TRUE,32.03,32.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.03,NA,0.16,"HZ_BR",52.6053,13.8756,"M","1631","OP < 10^4",1630.90039000236
"181","AA_0270",0.5,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,39.24,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.62,"HZ_BR",52.6053,13.8756,"F","0","OP = 0",4292821751815.77
"182","AA_0271",0.71,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,35.55,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.78,"HZ_BR",52.8969,13.5353,"F","0","OP = 0",4292821751815.77
"183","AA_0272",0.36,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,35.87,TRUE,TRUE,33.29,TRUE,TRUE,34.58,34.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.58,NA,1.05,"HZ_BR",52.8969,13.5353,"M","290","OP < 10^3",290.034162978235
"184","AA_0273",0.28,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,34.8,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.4,"HZ_BR",52.8969,13.5353,"M","0","OP = 0",4292821751815.77
"185","AA_0274",0.76,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6053,13.8756,"F","0","OP = 0",4292821751815.77
"186","AA_0275",0.71,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6053,13.8756,"F","0","OP = 0",4292821751815.77
"187","AA_0276",0.33,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.8969,13.5353,"M","0","OP = 0",4292821751815.77
"188","AA_0277",0.2,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,38,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,"HZ_BR",52.8969,13.5353,"M","0","OP = 0",4292821751815.77
"189","AA_0278",0.2,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,37.88,TRUE,FALSE,28.21,TRUE,FALSE,33.04,33.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.04,NA,3.95,"HZ_BR",52.8969,13.5353,"F","823","OP < 10^3",822.957136593916
"190","AA_0279",1,"HI == 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6053,13.8756,"M","0","OP = 0",4292821751815.77
"191","AA_0280",0.6,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6053,13.8756,"F","0","OP = 0",4292821751815.77
"192","AA_0281",0.2,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.8969,13.5353,"M","0","OP = 0",4292821751815.77
"193","AA_0282",0.13,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,29.71,TRUE,TRUE,27.9,TRUE,TRUE,28.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,0.74,"HZ_BR",52.8969,13.5353,"M","14534","OP < 10^5",14534.4942695563
"194","AA_0283",0.07,"HI < 0.25",2017,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,34.8612148,27.1,TRUE,TRUE,28.53,TRUE,TRUE,27.815,27.815,34.47885503,34.48716609,35.61762329,34.8612148,NA,NA,NA,NA,NA,NA,NA,NA,34.8612148,FALSE,3.76,"HZ_BR",52.8969,13.5353,"F","240","OP < 10^3",239.740450011406
"195","AA_0284",0.27,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,34.9,TRUE,TRUE,37.11,TRUE,TRUE,36.01,36.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.01,NA,0.9,"HZ_BR",52.8969,13.5353,"F","110","OP < 10^3",110.121749143797
"196","AA_0285",0.18,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,32.33,TRUE,TRUE,35.16,TRUE,TRUE,33.74,33.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.74,NA,1.16,"HZ_BR",52.8969,13.5353,"M","512","OP < 10^3",512.272243461819
"197","AA_0286",0.04,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,28.94,TRUE,TRUE,29.96,TRUE,TRUE,29.45,29.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.45,NA,0.42,"HZ_BR",52.3744,13.7772,"F","9359","OP < 10^4",9358.99016314886
"198","AA_0288",0.81,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,36.98,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.49,"HZ_BR",52.6053,13.8756,"M","0","OP = 0",4292821751815.77
"199","AA_0289",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6053,13.8756,"M","0","OP = 0",4292821751815.77
"200","AA_0290",0.87,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6053,13.8756,"F","0","OP = 0",4292821751815.77
"201","AA_0291",0.16,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,38.86,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.43,"HZ_BR",52.8969,13.5353,"F","0","OP = 0",4292821751815.77
"202","AA_0291",0.16,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,31.28,TRUE,FALSE,30.75,TRUE,FALSE,31.01,31.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.01,NA,0.22,"HZ_BR",52.8969,13.5353,"F","3254","OP < 10^4",3254.00899201617
"203","AA_0292",0.12,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,35.35,TRUE,FALSE,34.45,TRUE,FALSE,34.9,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,0.37,"HZ_BR",52.8969,13.5353,"F","234","OP < 10^3",233.525459224382
"204","AA_0295",0.9,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,37.48,TRUE,FALSE,15.35,FALSE,FALSE,26.41,26.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.41,NA,9.03,"HZ_BR",52.7914,14.1161,"M","73337","OP < 10^5",73336.5954588943
"205","AA_0296",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,35.44,TRUE,FALSE,32.84,TRUE,FALSE,34.14,34.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.14,NA,1.06,"HZ_BR",52.7383,14.0953,"M","391","OP < 10^3",390.712380780696
"206","AA_0297",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,12.05,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6.03,"HZ_BR",52.7914,14.1161,"F","0","OP = 0",4292821751815.77
"207","AA_0298",0.76,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7383,14.0953,"F","0","OP = 0",4292821751815.77
"208","AA_0299",0.89,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,19.71,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9.86,"HZ_BR",52.7383,14.0953,"M","0","OP = 0",4292821751815.77
"209","AA_0300",0.88,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7914,14.1161,"F","0","OP = 0",4292821751815.77
"210","AA_0301",0.78,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7383,14.0953,"F","0","OP = 0",4292821751815.77
"211","AA_0303",0.2,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,6.9,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.45,"HZ_BR",52.2428,13.8675,"M","0","OP = 0",4292821751815.77
"212","AA_0304",0.52,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,7.97,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.99,"HZ_BR",52.4978,13.6761,"F","0","OP = 0",4292821751815.77
"213","AA_0305",0.2,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,7.96,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.98,"HZ_BR",52.8969,13.5353,"F","0","OP = 0",4292821751815.77
"214","AA_0306",0.26,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2428,13.8675,"M","0","OP = 0",4292821751815.77
"215","AA_0307",0.12,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,8.94,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.47,"HZ_BR",52.2428,13.8675,"F","0","OP = 0",4292821751815.77
"216","AA_0308",0.3,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,36.37,TRUE,FALSE,35.94,TRUE,FALSE,36.15,36.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.15,NA,0.18,"HZ_BR",52.2428,13.8675,"M","100","OP < 10^3",100.160808809204
"217","AA_0309",0.24,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2428,13.8675,"F","0","OP = 0",4292821751815.77
"218","AA_0310",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,30.54,TRUE,TRUE,30.43,TRUE,TRUE,30.49,30.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.49,NA,0.04,"HZ_BR",52.7383,14.0953,"F","4628","OP < 10^4",4627.59662945972
"219","AA_0311",0.88,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7383,14.0953,"F","0","OP = 0",4292821751815.77
"220","AA_0312",0.96,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,36.68,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.34,"HZ_BR",52.7383,14.0953,"F","0","OP = 0",4292821751815.77
"221","AA_0313",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,36.92,TRUE,FALSE,38.31,TRUE,FALSE,37.62,37.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.62,NA,0.57,"HZ_BR",52.4978,13.6761,"F","37","OP < 10^2",37.0132654959674
"222","AA_0314",0.3,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,7.48,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.74,"HZ_BR",52.2428,13.8675,"M","0","OP = 0",4292821751815.77
"223","AA_0315",0.48,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.4978,13.6761,"F","0","OP = 0",4292821751815.77
"224","AA_0316",0.63,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,30.06,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.03,"HZ_BR",52.7914,14.1161,"M","0","OP = 0",4292821751815.77
"225","AA_0317",0.25,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,36.79,TRUE,FALSE,34.76,TRUE,FALSE,35.78,35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78,NA,0.83,"HZ_BR",52.2428,13.8675,"M","129","OP < 10^3",128.682118110777
"226","AA_0318",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,32.22,TRUE,FALSE,30.39,TRUE,FALSE,31.31,31.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.31,NA,0.75,"HZ_BR",52.7914,14.1161,"F","2656","OP < 10^4",2655.7427823902
"227","AA_0319",0.08,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,9.13,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.57,"HZ_BR",51.8978,13.8103,"F","0","OP = 0",4292821751815.77
"228","AA_0322",0.15,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,7.5,FALSE,FALSE,37.68,TRUE,TRUE,22.59,22.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.59,NA,12.32,"HZ_BR",52.2694,13.8339,"M","974580","OP < 10^6",974580.280045381
"229","AA_0323",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,6.53,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.27,"HZ_BR",53.1119,13.4622,"F","0","OP = 0",4292821751815.77
"230","AA_0324",0.84,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,6.19,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.1,"HZ_BR",53.1119,13.4622,"F","0","OP = 0",4292821751815.77
"231","AA_0325",0.8,"HI < 1",2017,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,31.85107122,7.48,FALSE,FALSE,37.9,TRUE,TRUE,22.69,22.69,31.94857343,32.0054484,31.59919183,31.85107122,NA,NA,NA,NA,NA,NA,NA,NA,31.85107122,TRUE,9.97,"HZ_BR",53.0497,13.4408,"M","1842","OP < 10^4",1840.99252152289
"232","AA_0326",0.7,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,31.84,TRUE,FALSE,30.76,TRUE,FALSE,31.3,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,0.44,"HZ_BR",53.1247,13.4589,"M","2674","OP < 10^4",2673.78880843798
"233","AA_0327",0.72,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,36.63,TRUE,FALSE,36.73,TRUE,FALSE,36.68,36.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.68,NA,0.04,"HZ_BR",53.0497,13.4408,"F","70","OP < 10^2",69.9551970412318
"234","AA_0328",0.76,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0497,13.4408,"F","0","OP = 0",4292821751815.77
"235","AA_0333",0.9,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,31.44,TRUE,FALSE,29.97,TRUE,FALSE,30.71,30.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.71,NA,0.6,"HZ_BR",53.1153,13.4781,"M","3987","OP < 10^4",3987.04821503543
"236","AA_0337",0.91,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,29.34,TRUE,TRUE,28.29,TRUE,TRUE,28.82,28.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.82,NA,0.43,"HZ_BR",52.7667,14.0817,"F","14339","OP < 10^5",14338.9629444635
"237","AA_0338",0.15,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2694,13.8339,"M","0","OP = 0",4292821751815.77
"238","AA_0339",0.89,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,9.14,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.57,"HZ_BR",53.1247,13.4589,"M","0","OP = 0",4292821751815.77
"239","AA_0340",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,35.71,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.86,"HZ_BR",53.1247,13.4589,"F","0","OP = 0",4292821751815.77
"240","AA_0342",0.84,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,11.87,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5.94,"HZ_BR",53.1247,13.4589,"F","0","OP = 0",4292821751815.77
"241","AA_0343",0.76,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.9661,14.0189,"F","0","OP = 0",4292821751815.77
"242","AA_0344",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,37.2,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.6,"HZ_BR",53.0497,13.4408,"F","0","OP = 0",4292821751815.77
"243","AA_0345",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,34.37,TRUE,FALSE,32.61,TRUE,FALSE,33.49,33.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.49,NA,0.72,"HZ_BR",53.0497,13.4408,"M","607","OP < 10^3",606.775598703167
"244","AA_0346",0.74,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0497,13.4408,"F","0","OP = 0",4292821751815.77
"245","AA_0347",0.71,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,32.04,TRUE,FALSE,30.24,TRUE,FALSE,31.14,31.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.14,NA,0.73,"HZ_BR",53.0497,13.4408,"M","2980","OP < 10^4",2979.78247683856
"246","AA_0348",0.78,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,36.6,TRUE,FALSE,33.73,TRUE,FALSE,35.16,35.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.16,NA,1.17,"HZ_BR",53.0497,13.4408,"M","196","OP < 10^3",195.823974597924
"247","AA_0350",0.75,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,38.33,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.17,"HZ_BR",53.0497,13.4408,"M","0","OP = 0",4292821751815.77
"248","AA_0351",0.6,"HI < 0.75",2017,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,39.02831009,9.04,FALSE,FALSE,39.14,TRUE,TRUE,24.09,39.14,0,0,39.02831009,39.02831009,NA,NA,NA,NA,NA,NA,NA,NA,39.08415505,TRUE,18.33,"HZ_BR",53.0497,13.4408,"F","14","OP < 10^2",13.7320708394518
"249","AA_0352",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,29.81,TRUE,TRUE,30.55,TRUE,TRUE,30.18,30.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.18,NA,0.3,"HZ_BR",53.0497,13.4408,"M","5709","OP < 10^4",5708.59622829548
"250","AA_0353",0.68,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0497,13.4408,"F","0","OP = 0",4292821751815.77
"251","AA_0354",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,37.41,TRUE,FALSE,37.22,TRUE,FALSE,37.31,37.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.31,NA,0.08,"HZ_BR",53.0497,13.4408,"F","46","OP < 10^2",45.6595085366909
