# Experiment File Name : Plate 1 noQuench.eds
# Created By :tlobnow@googlemail.com
# Last Modified Date : 2021-03-09 12:29:30 PM
# Instrument Type : QuantStudio 1 System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.094","0.002","false","8.0","141323.73",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.095","0.001","false","9.0","141551.55",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.088","-0.006","false","10.0","141671.73",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.087","-0.008","false","11.0","141703.75",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.094","-0.003","false","12.0","141633.69",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.095","-0.003","false","13.0","141634.72",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.095","-0.004","false","14.0","141611.47",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.095","-0.005","false","15.0","141804.42",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.098","-0.003","false","16.0","141621.23",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.102","0.0","false","17.0","141529.03",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.1","-0.003","false","18.0","141767.52",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.102","-0.003","false","19.0","141827.77",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.114","0.008","false","20.0","141733.11",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.119","0.013","false","21.0","141689.3",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.122","0.014","false","22.0","141956.28",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.142","0.033","false","23.0","141942.17",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.182","0.072","false","24.0","141973.67",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.258","0.147","false","25.0","141894.92",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.385","0.273","false","26.0","141824.53",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.587","0.473","false","27.0","141421.19",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","1.863","0.748","false","28.0","141327.89",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","2.195","1.079","false","29.0","141735.33",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","2.569","1.452","false","30.0","141939.73",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","2.958","1.84","false","31.0","141717.58",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","3.337","2.218","false","32.0","141577.48",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","3.685","2.564","false","33.0","141623.36",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","3.987","2.866","false","34.0","141544.61",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","4.26","3.138","false","35.0","141454.72",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","4.476","3.352","false","36.0","141519.03",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","4.648","3.523","false","37.0","141420.77",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","4.792","3.666","false","38.0","141330.34",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","4.882","3.754","false","39.0","141500.1",
"Plate 1 noQuench.eds","","E1","Standard Curve","10_3","4.941","3.813","false","40.0","141833.53",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.089","0.0","false","1.0","136754.83",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.09","0.0","false","2.0","136976.84",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.086","-0.004","false","3.0","137791.97",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.087","-0.005","false","4.0","137891.47",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.09","-0.001","false","5.0","137963.05",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.091","-0.001","false","6.0","138165.28",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.099","0.006","false","7.0","138123.56",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.101","0.007","false","8.0","138060.03",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.098","0.004","false","9.0","138150.92",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.098","0.003","false","10.0","138002.34",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.098","0.002","false","11.0","137949.7",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.096","-0.001","false","12.0","138320.94",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.093","-0.005","false","13.0","138542.84",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.093","-0.005","false","14.0","138449.98",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.098","-0.001","false","15.0","138397.98",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.1","0.0","false","16.0","138481.56",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.101","0.002","false","17.0","138435.94",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.101","0.001","false","18.0","138555.33",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.1","-0.001","false","19.0","138541.84",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.101","-0.001","false","20.0","138599.0",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.108","0.005","false","21.0","138565.66",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.129","0.026","false","22.0","138356.8",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.149","0.045","false","23.0","138295.47",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.186","0.082","false","24.0","138637.27",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.252","0.147","false","25.0","138665.75",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.386","0.28","false","26.0","138553.86",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.597","0.491","false","27.0","138244.16",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","1.877","0.77","false","28.0","138188.7",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","2.221","1.113","false","29.0","138618.66",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","2.611","1.502","false","30.0","138592.83",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","3.002","1.892","false","31.0","138445.17",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","3.384","2.274","false","32.0","138273.55",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","3.747","2.637","false","33.0","138080.45",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","4.064","2.953","false","34.0","137933.34",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","4.319","3.207","false","35.0","137874.0",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","4.537","3.425","false","36.0","137854.16",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","4.712","3.599","false","37.0","137755.58",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","4.836","3.722","false","38.0","137748.8",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","4.922","3.807","false","39.0","137881.0",
"Plate 1 noQuench.eds","","E2","Standard Curve","10_3","4.989","3.874","false","40.0","137874.06",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.988","0.001","false","1.0","103177.05",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.986","-0.002","false","2.0","103505.56",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.992","0.003","false","3.0","103820.51",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.99","0.001","false","4.0","104035.42",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.983","-0.008","false","5.0","104278.836",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.983","-0.009","false","6.0","104411.92",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.994","0.002","false","7.0","104402.21",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.999","0.005","false","8.0","104592.14",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.005","0.01","false","9.0","104672.086",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.004","0.008","false","10.0","104709.78",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.0","0.003","false","11.0","104838.59",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.996","-0.002","false","12.0","104841.34",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.989","-0.01","false","13.0","104956.7",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","0.991","-0.009","false","14.0","104633.63",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.0","-0.001","false","15.0","104486.28",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.003","0.001","false","16.0","104633.68",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.005","0.002","false","17.0","104647.76",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.005","0.001","false","18.0","104943.42",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.006","0.001","false","19.0","105024.09",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.007","0.001","false","20.0","104953.25",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.017","0.01","false","21.0","104966.09",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.032","0.024","false","22.0","104971.78",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.049","0.04","false","23.0","104833.34",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.089","0.079","false","24.0","104737.05",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.168","0.157","false","25.0","104784.7",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.292","0.28","false","26.0","104724.89",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.489","0.475","false","27.0","104804.625",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","1.774","0.76","false","28.0","104725.0",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","2.113","1.097","false","29.0","104762.586",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","2.485","1.469","false","30.0","104889.39",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","2.873","1.856","false","31.0","104668.17",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","3.244","2.226","false","32.0","104493.99",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","3.577","2.557","false","33.0","104485.85",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","3.869","2.849","false","34.0","104621.32",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","4.12","3.099","false","35.0","104681.93",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","4.324","3.301","false","36.0","104580.96",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","4.491","3.467","false","37.0","104544.06",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","4.613","3.589","false","38.0","104501.15",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","4.703","3.677","false","39.0","104439.26",
"Plate 1 noQuench.eds","","E3","Standard Curve","10_3","4.768","3.742","false","40.0","104394.164",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.113","-0.008","false","1.0","123873.06",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.118","-0.004","false","2.0","124329.375",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.119","-0.004","false","3.0","125228.81",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.119","-0.004","false","4.0","125476.7",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.122","-0.002","false","5.0","125353.12",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.124","0.0","false","6.0","125186.39",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.131","0.006","false","7.0","125047.305",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.131","0.005","false","8.0","124977.95",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.127","0.001","false","9.0","124755.09",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.122","-0.005","false","10.0","124562.766",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.121","-0.006","false","11.0","124506.555",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.126","-0.003","false","12.0","124638.055",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.131","0.002","false","13.0","124213.04",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.137","0.007","false","14.0","124048.484",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.137","0.007","false","15.0","124203.086",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.136","0.005","false","16.0","124451.52",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.131","-0.001","false","17.0","124451.17",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.13","-0.003","false","18.0","124418.94",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.135","0.002","false","19.0","124191.87",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.138","0.004","false","20.0","124015.055",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.136","0.001","false","21.0","123977.45",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.134","-0.002","false","22.0","124181.83",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.14","0.004","false","23.0","124211.36",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.135","-0.002","false","24.0","124363.266",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.131","-0.006","false","25.0","124224.04",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.133","-0.005","false","26.0","124003.55",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.14","0.002","false","27.0","123888.09",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.141","0.002","false","28.0","123857.08",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.14","0.0","false","29.0","123879.83",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.139","-0.001","false","30.0","123894.98",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.143","0.002","false","31.0","123817.77",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.144","0.002","false","32.0","123749.71",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.14","-0.003","false","33.0","123802.2",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.137","-0.006","false","34.0","123886.234",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.14","-0.004","false","35.0","123770.92",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.141","-0.003","false","36.0","123607.86",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.147","0.002","false","37.0","123293.484",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.151","0.005","false","38.0","123280.69",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.15","0.003","false","39.0","123548.02",
"Plate 1 noQuench.eds","","E4","Unknown","AA_0770","1.149","0.001","false","40.0","123565.95",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.091","-0.003","false","1.0","129744.17",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.094","-0.002","false","2.0","130124.65",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.094","-0.002","false","3.0","131040.375",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.094","-0.002","false","4.0","131275.64",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.094","-0.003","false","5.0","131308.16",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.095","-0.003","false","6.0","131244.64",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.1","0.001","false","7.0","131375.75",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.103","0.004","false","8.0","131306.77",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.107","0.008","false","9.0","131062.24",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.105","0.005","false","10.0","130823.89",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.104","0.004","false","11.0","130461.5",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.103","0.002","false","12.0","130367.88",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.101","-0.001","false","13.0","130609.37",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.101","-0.001","false","14.0","130524.36",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.102","0.0","false","15.0","130397.56",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.096","-0.007","false","16.0","130380.86",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.095","-0.009","false","17.0","130413.71",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.101","-0.004","false","18.0","130435.03",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.103","-0.002","false","19.0","130290.266",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.106","0.001","false","20.0","130153.13",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.11","0.004","false","21.0","130051.67",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.11","0.003","false","22.0","129994.84",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.11","0.003","false","23.0","129971.336",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.107","0.0","false","24.0","130146.84",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.107","-0.001","false","25.0","130069.76",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.107","-0.001","false","26.0","129965.625",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.109","-0.001","false","27.0","129890.94",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.108","-0.002","false","28.0","129658.97",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.108","-0.003","false","29.0","129577.83",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.113","0.002","false","30.0","129660.48",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.112","0.001","false","31.0","129637.41",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.112","0.0","false","32.0","129567.45",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.116","0.003","false","33.0","129515.13",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.117","0.004","false","34.0","129478.39",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.116","0.002","false","35.0","129468.125",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.117","0.003","false","36.0","129217.54",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.118","0.003","false","37.0","129197.44",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.112","-0.004","false","38.0","129406.58",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.11","-0.006","false","39.0","129542.39",
"Plate 1 noQuench.eds","","E5","Unknown","AA_0770","1.118","0.001","false","40.0","129686.5",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.088","-0.008","false","1.0","122904.0",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.087","-0.01","false","2.0","123247.62",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.086","-0.011","false","3.0","123964.984",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.094","-0.004","false","4.0","124199.875",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.097","-0.001","false","5.0","124260.98",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.097","-0.003","false","6.0","124095.484",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.098","-0.002","false","7.0","123829.28",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.104","0.004","false","8.0","123328.664",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.108","0.007","false","9.0","123162.56",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.103","0.001","false","10.0","123299.125",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.101","-0.002","false","11.0","123407.48",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.104","0.0","false","12.0","123351.336",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.105","0.001","false","13.0","123366.01",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.109","0.004","false","14.0","123275.67",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.111","0.006","false","15.0","123200.375",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.11","0.005","false","16.0","123187.82",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.108","0.002","false","17.0","123274.555",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.108","0.001","false","18.0","123278.43",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.11","0.002","false","19.0","123067.664",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.108","0.0","false","20.0","122967.086",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.107","-0.002","false","21.0","123046.81",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.11","0.0","false","22.0","122992.95",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.112","0.002","false","23.0","122937.72",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.114","0.003","false","24.0","123053.15",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.112","0.0","false","25.0","123017.08",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.111","-0.002","false","26.0","122986.8",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.112","-0.001","false","27.0","122801.234",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.113","0.0","false","28.0","122685.39",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.113","-0.001","false","29.0","122636.664",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.114","-0.001","false","30.0","122616.46",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.114","-0.002","false","31.0","122722.44",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.12","0.003","false","32.0","122504.06",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.12","0.003","false","33.0","122409.01",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.116","-0.001","false","34.0","122466.875",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.112","-0.007","false","35.0","122512.14",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.111","-0.008","false","36.0","122513.414",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.121","0.002","false","37.0","122133.75",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.123","0.003","false","38.0","122068.055",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.121","0.0","false","39.0","122207.75",
"Plate 1 noQuench.eds","","E6","Unknown","AA_0770","1.119","-0.002","false","40.0","122208.71",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.909","-0.005","false","1.0","142153.62",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.909","-0.006","false","2.0","142477.1",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.907","-0.008","false","3.0","143567.42",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.906","-0.009","false","4.0","143959.33",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.911","-0.005","false","5.0","143662.92",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.913","-0.004","false","6.0","143468.05",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.918","0.0","false","7.0","143465.72",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.921","0.003","false","8.0","143386.05",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.925","0.006","false","9.0","143166.12",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.925","0.006","false","10.0","143003.56",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.924","0.004","false","11.0","142930.25",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.923","0.003","false","12.0","142854.52",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.923","0.002","false","13.0","142724.22",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.925","0.004","false","14.0","142298.02",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.924","0.002","false","15.0","142157.42",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.922","-0.001","false","16.0","142308.33",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.922","-0.001","false","17.0","142463.61",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.921","-0.003","false","18.0","142504.73",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.922","-0.002","false","19.0","142314.45",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.925","0.0","false","20.0","142160.6",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.927","0.002","false","21.0","142009.4",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.928","0.002","false","22.0","141906.88",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.933","0.006","false","23.0","141864.34",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.933","0.006","false","24.0","141866.22",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.933","0.005","false","25.0","141825.98",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.929","0.001","false","26.0","141855.94",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.926","-0.003","false","27.0","141810.23",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.925","-0.004","false","28.0","141781.02",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.928","-0.002","false","29.0","141843.77",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.933","0.003","false","30.0","141559.1",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.931","0.0","false","31.0","141501.66",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.929","-0.003","false","32.0","141631.55",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.932","0.0","false","33.0","141371.2",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.934","0.001","false","34.0","141345.3",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.932","-0.001","false","35.0","141530.77",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.93","-0.003","false","36.0","141445.08",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.93","-0.004","false","37.0","141416.83",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.933","-0.002","false","38.0","141495.17",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.936","0.0","false","39.0","141369.33",
"Plate 1 noQuench.eds","","E7","Unknown","AA_0741","0.935","-0.001","false","40.0","141317.75",
"Plate 1 noQuench.eds","","E8","Unknown","AA_0741","0.909","-0.004","false","1.0","113878.484",
"Plate 1 noQuench.eds","","E8","Unknown","AA_0741","0.909","-0.004","false","2.0","114357.586",
